AmountOfPlay,AuthorID,Collection,Comment,CreationDate,Forwarding,Labels,NumberOfSongs,SongListName,SongsListID,Url
1612355,74440381,14210,46,2020-10-10,185,轻音乐 下午茶 浪漫 ,160,纯音乐·慵懒｜午后氛围咖啡馆,5281983103,https://music.163.com/playlist?id=5281983103
181172,361038766,1839,14,2023-07-06,33,华语 流行 浪漫 ,79,郑润泽｜如果说是真的爱我 ,8536205583,https://music.163.com/playlist?id=8536205583
1906538,3223389037,9093,13,2023-05-19,71,华语 流行 综艺 ,196,天赐的声音第六季第6期丨Live封神现场,8426511243,https://music.163.com/playlist?id=8426511243
1270960,97515301,12809,38,2022-05-14,268,欧美 下午茶 放松 ,80,惬意时光丨做个浪漫的白日梦想家,7433846767,https://music.163.com/playlist?id=7433846767
24266180,417722,174237,198,2023-06-19,1267,运动 兴奋 华语 ,119,跑步音乐超燃歌曲180步频踩点节奏控必备单,8494569029,https://music.163.com/playlist?id=8494569029
1790976,342371680,14559,94,2023-10-27,228,欧美 流行 R&B/Soul ,255,氛围R&B | 或甜或欲 浪漫迷醉的鼓点氛围,8823966093,https://music.163.com/playlist?id=8823966093
9216999,511320314,119987,218,2019-03-23,1511,摇滚 华语 流行 ,188,回春丹/蛙池/新裤子/犬儒/二手玫瑰/告五人,2721184237,https://music.163.com/playlist?id=2721184237
13046081,1704916943,95451,386,2019-02-15,1778,欧美 流行 兴奋 ,161,【英文】燃爆全场的英文歌曲，嗨到天亮！,2669325401,https://music.163.com/playlist?id=2669325401
376209,342371680,4571,8,2023-10-09,85,欧美 R&B/Soul 流行 ,200,浪漫氛围感 | 浸于R&B的极致浪漫氛围中,8790921098,https://music.163.com/playlist?id=8790921098
51804,1546777331,527,3,2023-07-25,12,韩语 R&B/Soul 流行 ,199,韩语R&B｜温柔在耳边凝成絮语,8590814496,https://music.163.com/playlist?id=8590814496
5833372,13979389,141558,1026,2015-10-25,2424,轻音乐 怀旧 民谣 ,200,怀抱着的即兴与浪漫——手风琴精选,119781436,https://music.163.com/playlist?id=119781436
854394,6325939830,9962,52,2022-09-24,213,欧美 浪漫 ,189,欧美微醺||小酒馆中浪漫的独舞,7651604465,https://music.163.com/playlist?id=7651604465
244214,7883293786,642,6,2023-06-08,79,华语 另类/独立 清新 ,60,华语独立浪漫丨一起出逃到黄昏公园,8468617465,https://music.163.com/playlist?id=8468617465
187492,1644725316,913,76,2022-10-04,12,夜晚 驾车 流行 ,135,解不开的谜语是消失很久的你,7671550196,https://music.163.com/playlist?id=7671550196
640927,1484516898,6278,28,2024-01-10,103,散步 放松 治愈 ,161,逛公园晒太阳 ‖ 轻松治愈,9129206963,https://music.163.com/playlist?id=9129206963
132983,342371680,1480,2,2023-04-17,33,日语 流行 清新 ,71,日系清新 | 充满活力 又治愈的温柔絮语,8305651181,https://music.163.com/playlist?id=8305651181
8772,346592606,225,2,2023-08-17,8,另类/独立 孤独 轻音乐 ,42,梦核｜。按F键逃离这个世界。(,8664213739,https://music.163.com/playlist?id=8664213739
1655174,481336063,25099,286,2019-09-01,1300,孤独 后摇 夜晚 ,90,人声后摇 | 灵魂与鼓点的碰撞,2966432846,https://music.163.com/playlist?id=2966432846
21075108,354868458,16174,262,2023-02-01,387,伤感 流行 华语 ,129,记忆闪帧接下来是没有你的冬,8119018816,https://music.163.com/playlist?id=8119018816
288920,80979714,4339,66,2016-09-17,95,日语 流行 下午茶 ,232,【日系】【日料店专用】享受美食时光~,466412072,https://music.163.com/playlist?id=466412072
9456750,7902236102,41127,104,2023-02-07,5300,华语 民谣 吉他 ,92,【民谣】藏着故事与远方，唱着人间烟火,8146959355,https://music.163.com/playlist?id=8146959355
339488,5067273797,3319,11,2023-08-19,26,伤感 孤独 浪漫 ,111,『宿命感 救赎感 破碎感 孤独感』单曲循环,8669108505,https://music.163.com/playlist?id=8669108505
147141,342371680,608,1,2023-10-10,6,流行 华语 治愈 ,85,公路旅行 | 远方之歌 去寻找心中的神秘净土,8791387723,https://music.163.com/playlist?id=8791387723
2415212,1758044637,20211,134,2023-08-21,158,华语 古风 ,71,古风戏腔：一腔唱不尽此生悲凉,8675679753,https://music.163.com/playlist?id=8675679753
156378,1738143790,1119,11,2022-09-03,47,欧美 放松 清新 ,172,『都往春天里去吧 别烂在过去和梦里』,7621208546,https://music.163.com/playlist?id=7621208546
64641,2054026087,193,3,2021-08-08,5,华语 治愈 浪漫 ,92,甜美的歌曲带给你甜美的心情,6906743821,https://music.163.com/playlist?id=6906743821
15494531,30053668,333003,2247,2015-06-04,3243,影视原声 欧美 流行 ,60,美剧中的神级插曲,78669437,https://music.163.com/playlist?id=78669437
103738,1399217593,1297,10,2021-09-27,46,轻音乐 夜晚 安静 ,99,〖睡前疗愈〗辛苦一天的睡前放松,6990996801,https://music.163.com/playlist?id=6990996801
4455534,560537047,28533,172,2018-03-16,521,感动 思念 流行 ,206,「温柔予你」把另一个耳机分享给你,2143237481,https://music.163.com/playlist?id=2143237481
1012102,104982737,9294,23,2023-11-26,139,浪漫 孤独 欧美 ,32,咖啡店循环一整天的氛围感歌单,8885425724,https://music.163.com/playlist?id=8885425724
161858,469610663,1399,4,2017-09-07,26,摇滚 华语 另类/独立 ,298,“相信有纯白会越过山海”,910247465,https://music.163.com/playlist?id=910247465
8630037,392078662,68301,128,2022-04-27,766,华语 流行 说唱 ,212,旋律说唱｜好听不腻的hook ,7397817902,https://music.163.com/playlist?id=7397817902
7995,248865697,246,2,2022-06-18,9,经典 世界音乐 音乐剧 ,37,法剧/敬那些仍在爱里的魂灵,7493079016,https://music.163.com/playlist?id=7493079016
5347332,422440514,27867,109,2023-03-19,256,欧美 电子 运动 ,97,欧美/节奏控/健身房充能/超燃,8245679886,https://music.163.com/playlist?id=8245679886
10027702,1735121054,73997,287,2020-04-19,1080,欧美 驾车 KTV ,136,ღ很嗨很燃的英文歌Remix版‖高速开车蹦迪DJ,4976089115,https://music.163.com/playlist?id=4976089115
3905812,540068826,47111,192,2017-12-20,633,欧美 夜晚 浪漫 ,176,性感高级慵懒风英文歌【持续更新】,2022042402,https://music.163.com/playlist?id=2022042402
643673,8206104019,856,208,2022-12-22,13,工作 放松 欧美 ,57,《九机门店标准运营歌单》-5月,7838413581,https://music.163.com/playlist?id=7838413581
134961,1483667664,1218,5,2019-11-21,21,轻音乐 学习 清晨 ,124,【清晨】森林与薄雾，轻快与宁静,3084427509,https://music.163.com/playlist?id=3084427509
964058,4028024080,4951,67,2021-08-17,266,流行 夜晚 伤感 ,144,爱不应该用沉默去制裁对方,6923511570,https://music.163.com/playlist?id=6923511570
235946,1840402562,1634,3,2020-09-07,17,华语 古风 思念 ,181,烟雨江南|一曲箜篌肝肠断 不知相思算何否,5225284500,https://music.163.com/playlist?id=5225284500
26076,8376551360,135,1,2024-10-26,2,华语 流行 快乐 ,115,甜味日常 | 用音乐给生活加点糖！,12778351599,https://music.163.com/playlist?id=12778351599
46446,107742044,167,评论,2024-05-03,1,华语 民谣 旅行 ,123,百首民谣：流浪的诗人和他的吉他,9977527271,https://music.163.com/playlist?id=9977527271
94423,1592823488,663,9,2022-02-27,8,伤感 夜晚 散步 ,95,她的双眼常常冷冽无感久是让人淡漠疏离,7310914595,https://music.163.com/playlist?id=7310914595
1061634,100528112,4679,47,2023-06-25,57,欧美 电子 驾车 ,131,车载DJ丨无拘无束，潇洒自由,8509028101,https://music.163.com/playlist?id=8509028101
66262,56601799,1280,8,2018-02-15,18,古风 古典 器乐 ,142,中國風 | 醉臥杏花疏影裡,2104077818,https://music.163.com/playlist?id=2104077818
46240,409273834,886,16,2022-01-08,17,欧美 爵士 说唱 ,136,Jazz-Hiphop后花园｜寻找向日葵武士,7228015806,https://music.163.com/playlist?id=7228015806
4294296,342371680,85470,255,2023-03-27,921,轻音乐 清新 流行 ,125,极静氛围 | 山雾暧昧 沉浸梦幻海洋里,8261376791,https://music.163.com/playlist?id=8261376791
6374,3948153821,174,评论,2025-04-16,1,思念 华语 R&B/Soul ,20,虚拟恋人‖阴霾心灵深处的情感絮语,13590547437,https://music.163.com/playlist?id=13590547437
230977,1765932320,1588,33,2024-04-29,20,运动 兴奋 欧美 ,110,『力量训练专用』我不会再输了,9945944498,https://music.163.com/playlist?id=9945944498
225454,1772724719,2704,6,2025-02-16,57,华语 R&B/Soul 浪漫 ,117,【中文/R&B】微醺 暧味 缠绵 浪漫氛围感,13328325462,https://music.163.com/playlist?id=13328325462
1028474,391757271,8774,27,2021-07-26,149,欧美 旅行 R&B/Soul ,220,治愈系小清新欢快节奏 英文歌♪,6882908761,https://music.163.com/playlist?id=6882908761
235446,107742044,655,7,2024-08-26,5,华语 流行 治愈 ,102,天花板治愈：周深 毛不易 单依纯 郁可唯,12519863817,https://music.163.com/playlist?id=12519863817
197293,372049883,4059,22,2024-05-17,29,日语 游戏 ACG ,59,学园偶像大师 全曲无重复,10062750532,https://music.163.com/playlist?id=10062750532
410662,122163934,2141,4,2023-04-28,16,华语 流行 综艺 ,175,音乐现场 | 天赐的声音6季Live精选合辑,8383218468,https://music.163.com/playlist?id=8383218468
569716,6437515472,5303,109,2022-06-25,103,流行 华语 ,211,听过最动听的谎言就是永不分开,7505589460,https://music.163.com/playlist?id=7505589460
49482796,138167,1182521,3672,2013-10-31,17489,轻音乐 夜晚 放松 ,39,四十首精选钢琴曲①,4991190,https://music.163.com/playlist?id=4991190
1287590,1514344145,13061,29,2022-08-02,150,华语 流行 安静 ,316,英文歌｜干净舒适温柔治愈系,7569659586,https://music.163.com/playlist?id=7569659586
3526081,1463489610,21444,81,2023-10-04,219,流行 学习 90后 ,217,节奏控 | 戴上耳机世界都是你的,8780598793,https://music.163.com/playlist?id=8780598793
104503,8658303294,818,1,2024-06-09,23,欧美 流行 另类/独立 ,97,禁止焦绿｜放轻松就当漫游地球,10148124817,https://music.163.com/playlist?id=10148124817
72927,1289346856,872,8,2024-03-05,22,清新 放松 治愈 ,72,春日放空系：悠闲散漫 温柔慵懒 沐浴微风 ,9382428750,https://music.163.com/playlist?id=9382428750
7298,6285351682,40,评论,2025-01-28,5,孤独 ,64,你对感情收放自如 像天赋 我羡慕,13224963451,https://music.163.com/playlist?id=13224963451
738213,350496135,4789,36,2023-03-24,55,安静 放松 流行 ,301,治愈系 | 神经元漫游指南,8254202923,https://music.163.com/playlist?id=8254202923
1096735,8422930273,8800,23,2023-12-17,151,R&B/Soul 欧美 夜晚 ,294,旋律R&B / NeoSoul 60's微醺加点浪漫的味道,8945244653,https://music.163.com/playlist?id=8945244653
5804515,596499189,28224,150,2022-09-29,504,华语 流行 民谣 ,93,始于民谣|死于民谣（孤独患者）,7660761729,https://music.163.com/playlist?id=7660761729
653153,115793593,3690,68,2024-03-21,35,欧美 电子 驾车 ,131,运动【硬曲】【战歌起】自律时代,9501641586,https://music.163.com/playlist?id=9501641586
65514,413920272,2522,26,2024-08-12,36,摇滚 ,139,数学摇滚 | 让复杂的节拍溶解在晴空中.,12443719472,https://music.163.com/playlist?id=12443719472
365432,342371680,2350,4,2023-10-08,29,华语 流行 安静 ,76,公路歌单｜自驾游 公路 旅行 诗和远方,8788009908,https://music.163.com/playlist?id=8788009908
3238789,409028007,29580,385,2020-12-19,380,韩语 流行 放松 ,185,【K-POP】心动前奏•撩拨沉寂已久的心灵,5387937606,https://music.163.com/playlist?id=5387937606
206201,282432050,1696,5,2022-10-03,35,后摇 驾车 旅行 ,84,公路歌单 | 自驾游歌单 | 兜风也要有情调 |,7668201989,https://music.163.com/playlist?id=7668201989
1329869,281641246,9782,16,2023-11-12,101,华语 流行 影视原声 ,42,天赐的声音第六季｜歌曲合集,8858730243,https://music.163.com/playlist?id=8858730243
231036,8679265630,1178,25,2024-10-15,22,流行 伤感 网络歌曲 ,233,emo 天花板歌曲系列「伤感」「睡觉听」,12732629310,https://music.163.com/playlist?id=12732629310
39268,3938878674,2050,56,2022-06-21,19,治愈 孤独 轻音乐 ,34,『纯音乐』 温柔孤独治愈||| 最佳纯音乐,7499999220,https://music.163.com/playlist?id=7499999220
26597,3716260300,156,5,2022-11-11,15,安静 孤独 怀旧 ,322,如果深情往事你已不再留恋 就让它随风飘远,7739812855,https://music.163.com/playlist?id=7739812855
13678328,41819436,111715,556,2023-03-13,1107,韩语 流行 舞曲 ,190,KPOP随舞 | 这谁能忍住不跟跳,8232491318,https://music.163.com/playlist?id=8232491318
4006508,1313376795,51584,128,2022-07-12,719,R&B/Soul 夜晚 ,91,微醺｜R&B真的有点困,7533323884,https://music.163.com/playlist?id=7533323884
310515,568996383,6646,44,2023-09-12,70,日语 感动 治愈 ,263,『日语女声』就让我再次沉溺于这温柔大海,8727738955,https://music.163.com/playlist?id=8727738955
4648217,617551574,51347,194,2020-04-05,852,欧美 说唱 ,265,【歐美】Trap/旋律說唱（切歌算我輸）持更,4952648595,https://music.163.com/playlist?id=4952648595
398204,1827318206,3892,33,2020-02-16,38,古风 思念 经典 ,97,古风| “青衫烟雨客，似是故人来”,4865894190,https://music.163.com/playlist?id=4865894190
2045671,107742044,12733,92,2024-11-13,111,华语 古风 地铁 ,137,国风热歌：壁上观 牵丝戏 春庭雪 寄明月,12854349462,https://music.163.com/playlist?id=12854349462
6076,1753413099,13,评论,2025-04-29,2,华语 流行 榜单 ,202,珠玉 唯一 可不可以 富士山下 匆匆那年 你,13642686565,https://music.163.com/playlist?id=13642686565
43838,4890039635,98,评论,2025-03-05,1,华语 流行 网络歌曲 ,200,华语乐坛顶流热歌，全是回忆杀,13402011858,https://music.163.com/playlist?id=13402011858
1212,7872690377,16,评论,2025-02-27,2,说唱 华语 伤感 ,49,合伙人爱听｜解锁浪漫抒情说唱新体验,13375701336,https://music.163.com/playlist?id=13375701336
176507,3869287720,2569,16,2025-02-01,58,网络歌曲 伤感 说唱 ,90,爱 是三万滴眼泪汇成的海,13250654100,https://music.163.com/playlist?id=13250654100
101325,1957705066,99,1,2025-03-11,4,华语 流行 网络歌曲 ,207,今日强推！孕期耳朵的治愈充电站,13428814585,https://music.163.com/playlist?id=13428814585
232556,8819263666,3412,16,2024-11-24,53,运动 兴奋 流行 ,120,不知道什么是把妹王 只知道对你好是真的,12904323718,https://music.163.com/playlist?id=12904323718
922486,636896700,30629,186,2020-10-10,149,游戏 ,363,原神bgm精选，学习工作用（远古圣山已更新,5282201650,https://music.163.com/playlist?id=5282201650
54359,1378494832,357,2,2022-06-05,3,华语 古风 流行 ,133,「古风轻柔」以前车马很慢，书信很远,7471807566,https://music.163.com/playlist?id=7471807566
268051,1723792987,7433,35,2024-06-23,45,思念 安静 ,226,逃避现实 沉浸在自己的幻想世界吧,12219336569,https://music.163.com/playlist?id=12219336569
36101480,125622,1148068,4008,2015-08-28,18363,电子 轻音乐 旅行 ,277,适合延时摄影BGM的音乐,102008316,https://music.163.com/playlist?id=102008316
83225,342371680,1658,8,2023-04-18,38,轻音乐 清新 流行 ,66,北欧森与海 | 置身于无尽夜与白日冰川中,8306904016,https://music.163.com/playlist?id=8306904016
4663464,346769611,18685,80,2022-10-27,167,流行 华语 快乐 ,90,快乐至上！那些让人听了心情变好的歌曲,7709900017,https://music.163.com/playlist?id=7709900017
16622169,1570363399,137322,430,2020-08-08,2741,放松 欧美 ,125,放轻松 就当漫游地球 来和我一起听吧！,5169111277,https://music.163.com/playlist?id=5169111277
7453,468533749,119,2,2023-12-13,9,怀旧 孤独 安静 ,78,梦核、怪核等核类助眠音乐合集,8928687868,https://music.163.com/playlist?id=8928687868
184336,3326882078,852,36,2022-01-30,15,伤感 思念 孤独 ,169,其实我想要的 是你一直在我身边,7266898290,https://music.163.com/playlist?id=7266898290
461545,342371680,2770,14,2023-08-25,35,欧美 流行 快乐 ,101,周末欢愉：开启快乐模式 去拥抱美好心情！,8686856376,https://music.163.com/playlist?id=8686856376
101764,7980846398,1549,12,2023-05-01,47,孤独 治愈 ,309,我刻意躲开幸福 但痛苦并没有消失,8392167420,https://music.163.com/playlist?id=8392167420
6337713,499367912,64697,198,2022-03-29,476,欧美 流行 兴奋 ,157,欧美励志燃曲：与宿命的顶级拉扯,7355390713,https://music.163.com/playlist?id=7355390713
63414,346769611,312,1,2025-02-18,11,流行 浪漫 清新 ,51,恋爱频率开启｜谈甜甜的爱情，听甜甜的歌,13338895223,https://music.163.com/playlist?id=13338895223
714263,596457916,15176,63,2020-10-05,217,日语 夜晚 放松 ,208,霓虹灯下霓虹国（Citypop/日式爵士/beats）,5273740499,https://music.163.com/playlist?id=5273740499
77161,107742044,540,评论,2023-12-04,9,华语 工作 感动 ,94,棱镜乐队，橘子海，新裤子，告五人,8901808940,https://music.163.com/playlist?id=8901808940
2550750,1418525778,12028,221,2023-12-19,135,流行 网络歌曲 说唱 ,248,那些不经意哼出却想不起歌名的歌（日更）,9083853651,https://music.163.com/playlist?id=9083853651
9097306,456244098,192758,742,2017-04-26,1120,古风 华语 网络歌曲 ,159,攻尽天下（节奏控的古风歌单）,708924941,https://music.163.com/playlist?id=708924941
88862,2136251484,253,3,2023-04-29,1,流行 说唱 伤感 ,124,伤感EMO说唱 | 音乐是抚慰情绪的良药,8385190323,https://music.163.com/playlist?id=8385190323
139409,10067986194,2245,28,2024-12-29,57,流行 伤感 网络歌曲 ,71,如果爱赢万难 那我们携手同行,13064060462,https://music.163.com/playlist?id=13064060462
306951,1520836115,996,2,2024-12-29,16,浪漫 华语 R&B/Soul ,51,华语R&B |细听晚霞的浪漫特调,13063374823,https://music.163.com/playlist?id=13063374823
194101,3886887754,1180,23,2023-05-13,21,伤感 流行 说唱 ,140,短暂的美好 赠品都是永远的痛苦,8415338110,https://music.163.com/playlist?id=8415338110
40322,607886618,349,2,2023-09-02,13,流行 欧美 性感 ,59,『氛围感』暧昧满满 恋爱脑必听,8706992598,https://music.163.com/playlist?id=8706992598
76619,1661470704,300,4,2025-03-28,4,华语 流行 榜单 ,108,珠玉 舍得 去远方 爱错 跳楼机 唯一 青花,13505154166,https://music.163.com/playlist?id=13505154166
4589204,397929210,38458,121,2022-06-09,611,欧美 流行 快乐 ,106,「快乐星球」 会让你心情变好的英文歌,7479752224,https://music.163.com/playlist?id=7479752224
268156,1307100304,6535,40,2020-06-15,52,日语 ,154,「日语 男音」一秒沦陷的少年啊 慵懒.欲望.,5066418237,https://music.163.com/playlist?id=5066418237
209440,1957705066,206,评论,2025-04-08,1,华语 流行 快乐 ,219,速爆！今日必听华语，拯救你的耳朵,13557786820,https://music.163.com/playlist?id=13557786820
313826,342371680,3119,8,2023-10-22,26,华语 流行 古风 ,70,烟雨江南 | 你一句春不晚 我到了真江南,8814710412,https://music.163.com/playlist?id=8814710412
194118,1520836115,996,2,2024-10-07,18,华语 快乐 R&B/Soul ,68,吸引好运/高能量显化/清新治愈小调,12697516954,https://music.163.com/playlist?id=12697516954
66887,1965336635,458,2,2024-05-16,5,华语 古风 ,37,难却戏腔｜待上浓妆，好戏开场•古风精选,10059678369,https://music.163.com/playlist?id=10059678369
26661204,86689729,405152,1294,2016-05-01,4270,欧美 流行 榜单 ,205,惊艳佳作 |那些旋律沦陷的英文女声,373584919,https://music.163.com/playlist?id=373584919
118406,122219509,1163,2,2022-05-17,11,欧美 旅行 放松 ,195,高质感节奏控｜高奢店铺氛围欧美音乐,7441585708,https://music.163.com/playlist?id=7441585708
335095,3572873254,6863,68,2024-11-18,135,孤独 轻音乐 伤感 ,84,成为神的代价是孤独【氛围感】,12880380006,https://music.163.com/playlist?id=12880380006
277173,1289346856,1783,6,2024-06-08,28,流行 驾车 旅行 ,104,公路歌单｜人生是旷野 不是轨道,10148342897,https://music.163.com/playlist?id=10148342897
17028970,1543917791,81630,662,2018-12-29,2603,流行 华语 伤感 ,188,只有熬不完的夜和听不完的网易云,2578556705,https://music.163.com/playlist?id=2578556705
160753,7820582010,1422,5,2024-09-18,32,浪漫 治愈 校园 ,159,恋爱小甜歌｜凯蒂猫之箭已瞄准泥,12618642611,https://music.163.com/playlist?id=12618642611
18193,1413621561,135,评论,2019-08-29,4,清晨 夜晚 ,162,如果你也喜欢温柔的慢歌,2960939684,https://music.163.com/playlist?id=2960939684
1113292,643534522,6040,12,2020-09-20,76,说唱 华语 ,165,说唱情歌：专属于rapper的温柔,5245955646,https://music.163.com/playlist?id=5245955646
3746518,541959300,49855,807,2018-02-23,408,说唱 流行 感动 ,88,Lil Ghost小鬼 | 把更多时间花在音乐上,2114596021,https://music.163.com/playlist?id=2114596021
41893,5088441805,691,2,2024-05-15,21,欧美 放松 快乐 ,123,改变磁场，吸引好运，快乐玄学100％欧美系,10057496235,https://music.163.com/playlist?id=10057496235
192829,1957705066,184,评论,2025-04-08,5,华语 流行 网络歌曲 ,215,速爆！今日必听华语，拯救你的耳朵,13557990566,https://music.163.com/playlist?id=13557990566
33436796,1820603615,59784,612,2022-01-04,1242,华语 流行 说唱 ,177,Emo说唱 | 伤口在烟雾中凝结,7220849432,https://music.163.com/playlist?id=7220849432
331429,3936839322,1529,评论,2024-12-06,22,华语 流行 驾车 ,235,横扫路途乏意：车载U盘100首情歌,12957816354,https://music.163.com/playlist?id=12957816354
103990,112726299,1175,10,2024-04-05,15,电子 欧美 驾车 ,106,驾车兜风· 加州夕阳·洛杉矶华灯· 海边风,9686359664,https://music.163.com/playlist?id=9686359664
17050,632290587,89,3,2025-04-15,1,华语 古风 驾车 ,60,国风热曲 |恐有枝头胭脂色，永夜星河寄明月,13586565979,https://music.163.com/playlist?id=13586565979
520886,537073013,994,13,2021-06-12,8,华语 治愈 安静 ,148,一路生花！愿我们都能笑着放下,6803136788,https://music.163.com/playlist?id=6803136788
2804,7872690377,14,2,2025-02-27,1,华语 流行 旅行 ,50,合伙人私藏｜这些华语流行女声都好好听,13375693097,https://music.163.com/playlist?id=13375693097
34832,137149867,380,评论,2019-06-29,5,欧美 流行 运动 ,186,超强踩点英文歌/跑步健身BGM,2864609980,https://music.163.com/playlist?id=2864609980
6912125,1673257986,1877,6,2022-08-27,34,伤感 华语 流行 ,126,精选emo伤感 | 还是会忍不住的想你,7609132593,https://music.163.com/playlist?id=7609132593
9187937,1162612,109711,1961,2023-05-25,13988,华语 流行 ,38,5525 五月天｜回到那一天｜巡回演唱会,8436434272,https://music.163.com/playlist?id=8436434272
1253610,293031155,16116,20,2023-05-09,284,欧美 R&B/Soul 蓝调 ,75,R&B / NeoSoul 50's 慵懒声线搭配清冷甜嗓,8408673569,https://music.163.com/playlist?id=8408673569
580836,417518334,7336,48,2023-11-01,49,华语 流行 感动 ,140,中国式浪漫『故事感/宿命感』,8834550683,https://music.163.com/playlist?id=8834550683
380795,312585551,2220,19,2024-05-15,48,电子 驾车 旅行 ,223,超嗨DJ功爆 | 解压神曲，车载最爱听,10055641280,https://music.163.com/playlist?id=10055641280
1216043,342371680,23652,104,2023-10-27,290,轻音乐 安静 孤独 ,97,美学纯音：是浸透灵魂的宿命与破碎梦境,8824767819,https://music.163.com/playlist?id=8824767819
13592004,290212891,96035,173,2023-01-14,1003,华语 90后 流行 ,218,华语经典 | 那些属于我们青春的一首歌曲,8055396278,https://music.163.com/playlist?id=8055396278
443,8376551360,10,评论,2025-03-04,0,华语 流行 伤感 ,40,人生本就是过客 你的誓言 我替你忘记,13397109613,https://music.163.com/playlist?id=13397109613
3224608,3327595269,12020,157,2023-02-11,110,流行 网络歌曲 说唱 ,228,那些不经意哼出却想不起歌名的歌,8157483480,https://music.163.com/playlist?id=8157483480
853127,632290587,2781,4,2025-02-22,35,华语 驾车 伤感 ,76,车载烟嗓 | 我把故事酿成酒 一两相思一两愁,13356748530,https://music.163.com/playlist?id=13356748530
855217,1539702828,4385,11,2022-12-07,68,欧美 流行 ,128,欧美|辣妹逛街\化妆\运动必备bgm|酷炫,7798884330,https://music.163.com/playlist?id=7798884330
205256,342371680,4415,11,2024-05-31,73,电子 安静 孤独 ,74,梦核美学 | 孤独 虚无 迷失 超现实主义风,10113950624,https://music.163.com/playlist?id=10113950624
2056845,382936339,18113,23,2023-08-09,246,R&B/Soul 浪漫 快乐 ,49,Soul/R&B/方大同/陶喆/余佳运/郭顶/颜人中,8641903445,https://music.163.com/playlist?id=8641903445
35812,1564650534,344,5,2018-08-20,1,华语 古风 ,110,天子呼来不上船，自称臣是酒中仙,2376219896,https://music.163.com/playlist?id=2376219896
1864323,1843488905,9064,23,2021-02-07,100,华语 流行 治愈 ,231,那些只听前奏就会上瘾的华语流行歌曲,6602966946,https://music.163.com/playlist?id=6602966946
5117412,392078662,36760,69,2021-09-18,435,欧美 流行 电子 ,230,欧美英文｜旋律 节奏 律动 氛围,6976173486,https://music.163.com/playlist?id=6976173486
4338880,342371680,20392,83,2023-09-09,269,华语 流行 怀旧 ,101,90后回忆杀 | 回头看 轻舟已过万重山,8721179618,https://music.163.com/playlist?id=8721179618
2120187,350048481,8563,10,2024-09-08,76,华语 流行 兴奋 ,80,"DJ「车载劲爆,兜风专用,顶 级夜场嗨曲]",12573303801,https://music.163.com/playlist?id=12573303801
70966,1957705066,88,评论,2025-04-08,2,华语 流行 孤独 ,200,一听就沦陷！耳朵“收割机”热歌合辑,13557781798,https://music.163.com/playlist?id=13557781798
7092,372680052,25,评论,2025-03-07,1,欧美 流行 R&B/Soul ,35,「欧美清新」灵动旋律Hook | 奏响恋曲,13411287684,https://music.163.com/playlist?id=13411287684
1268341,356703563,21257,250,2018-11-29,312,日语 流行 清新 ,85,『人间至宝』ヨルシカ|夜鹿 曲集,2534894259,https://music.163.com/playlist?id=2534894259
74863,3392585812,203,评论,2023-03-07,2,流行 华语 ,132,穿越十年情歌精选 | 让每一秒都沉浸在这,8219659219,https://music.163.com/playlist?id=8219659219
771160,342371680,9400,26,2023-12-10,156,欧美 R&B/Soul 浪漫 ,128,微醺R&B | 浪漫浸染 或丝般柔顺 或梦般性感,8922614426,https://music.163.com/playlist?id=8922614426
62305,316890319,1142,10,2024-05-17,8,日语 流行 ACG ,65,学园偶像大师/初星学园 收录曲 [5/17更新],10063977450,https://music.163.com/playlist?id=10063977450
211951,3859988995,2884,175,2025-02-01,270,治愈 说唱 流行 ,223,我的忧愁让你费解,13247009064,https://music.163.com/playlist?id=13247009064
15408,8557971868,482,评论,2024-12-26,3,华语 流行 ,134,听潮阁｜地下歌手会闯出属于自己的路！,13047249631,https://music.163.com/playlist?id=13047249631
8953,1520836115,111,评论,2025-03-22,7,欧美 R&B/Soul 放松 ,88,松弛100％/慵懒沉浸式/迷幻氛围曲,13482239379,https://music.163.com/playlist?id=13482239379
226660,1441490025,3498,15,2025-02-21,44,流行 伤感 孤独 ,47,或许悲伤才是我的主旋律,13349706803,https://music.163.com/playlist?id=13349706803
70554,1520836115,403,1,2025-03-20,11,欧美 流行 快乐 ,73,元气补给站 /提升能量/一键解锁好心情,13470329398,https://music.163.com/playlist?id=13470329398
440624,2082387309,3810,10,2024-09-01,30,流行 孤独 韩语 ,84,极具宿命感的韩语｜我爱你直到时间尽头,12545903160,https://music.163.com/playlist?id=12545903160
157229,632290587,756,14,2024-09-25,11,华语 夜晚 伤感 ,123,深夜emo天花板 | 最流行伤感情歌,12646541849,https://music.163.com/playlist?id=12646541849
487736,1698619931,3781,11,2019-04-21,44,小语种 清新 散步 ,338,让耳朵怀孕的泰国经典歌曲,2765818591,https://music.163.com/playlist?id=2765818591
458857,1475052225,1614,3,2020-10-24,12,欧美 电子 驾车 ,131,高速开车必备 车载 硬曲 轻松,5302076834,https://music.163.com/playlist?id=5302076834
383278,1289346856,4883,23,2024-09-24,89,欧美 治愈 放松 ,40,『置身旷野』寂静 幽美 于绿色山谷之间,12642163214,https://music.163.com/playlist?id=12642163214
1232520,5088441805,10524,16,2024-07-29,170,流行 浪漫 快乐 ,136,小甜歌｜暧昧值拉满 极限拉扯上头BGM,12371209596,https://music.163.com/playlist?id=12371209596
