AmountOfPlay,AuthorID,Collection,Comment,CreationDate,Forwarding,Labels,NumberOfSongs,SongListName,SongsListID,Url
4629285,111089166,80862,158,2020-05-21,1333,日语 怀旧 浪漫 ,110,City Pop丨霓虹之都的浪漫旋律❤,5028486868,https://music.163.com/playlist?id=5028486868
6054834,9366336,96523,791,2015-10-02,1550,影视原声 欧美 经典 ,54,音乐不眠！那些音乐题材的电影,112143747,https://music.163.com/playlist?id=112143747
17957176,897345,421538,3737,2015-09-29,7413,轻音乐 兴奋 ,114,牛掰的人是这样拉小提琴的！,111456043,https://music.163.com/playlist?id=111456043
12527243,67853143,378605,1276,2016-06-19,6045,欧美 小语种 流行 ,149,【珍藏】必听的一百五十首音乐剧名曲,404757132,https://music.163.com/playlist?id=404757132
16668355,31199688,314970,1307,2015-12-03,3920,欧美 电子 另类/独立 ,19,【毒】开口沉醉，迷失于这女声,134606748,https://music.163.com/playlist?id=134606748
9701755,53654839,103497,1030,2018-02-11,2462,欧美 电子 浪漫 ,96,玫瑰全都给你 可不可以把你给我？,2097947168,https://music.163.com/playlist?id=2097947168
4147769,83659385,84088,802,2017-08-08,1201,轻音乐 民族 ACG ,158,『异域幻想』妖精乡 · 骑士的放浪冒险谭,872527977,https://music.163.com/playlist?id=872527977
2516214,311877725,52176,320,2016-10-07,1287,欧美 影视原声 感动 ,100,唯美震撼：聆听地球自然的呼吸,480747275,https://music.163.com/playlist?id=480747275
4149895,350556138,51716,161,2017-09-03,1053,摇滚 蓝调 爵士 ,100,一百位爵士吉他大师•爵士乐全风格收录,905194035,https://music.163.com/playlist?id=905194035
730189,80597181,6258,52,2019-02-03,406,欧美 流行 世界音乐 ,137,【德语】莱茵河畔之风拂过心田,2653868848,https://music.163.com/playlist?id=2653868848
15196344,5832286,400231,1140,2016-03-15,6642,古典 放松 器乐 ,41,古典｜从巴洛克到浪漫的你，温柔绵长。,317803115,https://music.163.com/playlist?id=317803115
30216400,44530116,495262,2580,2018-01-27,14974,轻音乐 放松 安静 ,104,助眠辑 | 自然音，伴灵动乐符萦绕耳畔,2075587022,https://music.163.com/playlist?id=2075587022
10293496,720841,120272,1076,2016-06-21,3041,电子 清新 放松 ,46,电音//有点撩骚的萨克斯,405849034,https://music.163.com/playlist?id=405849034
2334145,36193129,16289,140,2019-12-11,671,摇滚 金属 ,204,国摇金属:梦与花火怒放的桀骜篇章,3114158828,https://music.163.com/playlist?id=3114158828
5916183,103672794,113733,552,2016-06-22,2236,浪漫 舞曲 轻音乐 ,32,【摇曳着的优雅与浪漫】三步华尔兹,406761044,https://music.163.com/playlist?id=406761044
14354630,83659385,319446,2653,2017-07-06,4744,民谣 游戏 ACG ,128,『小酒馆』剑与魔法 · 旅途中的休憩时光,800496969,https://music.163.com/playlist?id=800496969
14446075,128196405,273132,860,2017-12-01,4880,欧美 民谣 治愈 ,36,北欧民谣 | 赐你一剂澄净安逸的心灵圣药,1997189512,https://music.163.com/playlist?id=1997189512
4319466,45441555,149935,884,2017-04-07,1542,日语 电子 ACG ,108,水果味汽水｜清甜软萌音捕获你的心,689121986,https://music.163.com/playlist?id=689121986
578506,122356259,9081,90,2018-09-16,422,欧美 摇滚 蓝调 ,42,复古派对|一起跳欢乐的舞蹈吗,2423552205,https://music.163.com/playlist?id=2423552205
3177790,83659385,70274,676,2018-06-02,1289,轻音乐 爵士 ACG ,94,夜雀酒吧｜爵士与幻想乡少女的酒宴,2252139184,https://music.163.com/playlist?id=2252139184
29515020,85351650,733873,4137,2016-03-12,13090,电子 古风 民族 ,523,电子·中国风 I 感受角徵宫商的荡气回肠,316223640,https://music.163.com/playlist?id=316223640
11544015,50255421,147857,933,2018-09-15,3436,轻音乐 清新 安静 ,68,『纯音乐』当雨滴敲响琴键,2420545066,https://music.163.com/playlist?id=2420545066
11514344,1650191296,74441,321,2019-09-26,1448,华语 古风 流行 ,137,国风新潮大赏 | 歌声岂合世间闻,3001035934,https://music.163.com/playlist?id=3001035934
2861567,306851500,35307,202,2020-03-02,835,经典 欧美 怀旧 ,44,诗人篇 | 那些藏在音乐里的文学宝藏,4893733399,https://music.163.com/playlist?id=4893733399
30083524,7394345,252089,839,2016-11-20,7888,华语 民谣 孤独 ,287,华语民谣 I 孤独的心诠释诗意和远方,514947114,https://music.163.com/playlist?id=514947114
1714214,418592306,22564,70,2018-09-06,565,欧美 影视原声 钢琴 ,32,电影中的钢琴曲丨恋语哼唱，佳片有约,2407040250,https://music.163.com/playlist?id=2407040250
3247486,45441555,86055,443,2017-07-10,1264,日语 治愈 ACG ,35,少女心ღ｜恋爱是颗苹果糖,805407063,https://music.163.com/playlist?id=805407063
2165416,341030416,22824,62,2019-07-11,962,Bossa Nova 爵士 拉丁 ,158,Bossa Nova｜聆听热情桑巴中的慵懒时光,2879306923,https://music.163.com/playlist?id=2879306923
9509048,122356259,190420,1139,2018-03-03,4254,欧美 酒吧 爵士 ,39,黑胶酒馆|耳畔的浪漫眼中的你,2125737991,https://music.163.com/playlist?id=2125737991
2258402,306851500,26362,66,2020-04-18,833,爵士 欧美 ,30,复古慵懒 | 当经典摇滚被爵士如此演绎,4974682089,https://music.163.com/playlist?id=4974682089
9360184,1650191296,79648,356,2019-08-14,1917,欧美 R&B/Soul 夜晚 ,299,倾吐隐秘情绪｜百位R&B歌手精选,2936255937,https://music.163.com/playlist?id=2936255937
5772448,75179909,141899,1776,2016-05-28,4532,后摇 孤独 器乐 ,300,300支后摇乐队，300种感性共鸣,390783436,https://music.163.com/playlist?id=390783436
11093060,44293336,137062,821,2015-01-24,1915,运动 兴奋 电子 ,44,超带感骑行音乐无限循环公路党狂飙,48293091,https://music.163.com/playlist?id=48293091
2435471,45441555,83378,823,2016-09-27,1098,日语 治愈 ACG ,398,软萌合唱｜让可愛治愈这个世界,473445872,https://music.163.com/playlist?id=473445872
12201705,302227129,138254,436,2017-11-15,2350,民谣 欧美 怀旧 ,100,欧美民谣 I 往昔璀璨如钻 却又锈迹斑斑,997386069,https://music.163.com/playlist?id=997386069
4914399,46665989,74567,294,2015-10-07,2376,爵士 放松 欧美 ,51,「Cool Jazz」冷爵士让你全身心放松,113780871,https://music.163.com/playlist?id=113780871
33820800,286427520,533752,1779,2018-01-20,16122,古典 下午茶 学习 ,124,古典清香 I 我的茶馆里住着巴赫与肖邦,2065854146,https://music.163.com/playlist?id=2065854146
2646416,111089166,35215,130,2020-05-21,778,日语 怀旧 经典 ,39,怀旧金曲丨那些原唱是日语的经典老歌,5028497628,https://music.163.com/playlist?id=5028497628
62337976,78905899,1717769,6320,2015-10-04,28262,轻音乐 钢琴 ACG ,127,"〖唯美纯音〗不需要歌词,也可以打动你的心",112875926,https://music.163.com/playlist?id=112875926
56588344,108952364,504016,1063,2018-07-12,5263,华语 流行 民谣 ,99,100首华语民谣，因为懂得才有共鸣,2312165875,https://music.163.com/playlist?id=2312165875
87855072,103159696,995406,20497,2016-04-07,55279,轻音乐 夜晚 安静 ,32,深度睡眠 |重度失眠者专用歌单,331841455,https://music.163.com/playlist?id=331841455
6054395,122356259,107154,289,2017-12-01,2478,爵士 Bossa Nova 小语种 ,34,法语爵士|红酒与玫瑰浪漫邂逅,1997190595,https://music.163.com/playlist?id=1997190595
35337,12488716217,499,7,2025-02-21,17,伤感 怀旧 思念 ,71,誓言只有听的人记得,13350121894,https://music.163.com/playlist?id=13350121894
176335,1712319614,613,2,2024-11-26,26,华语 伤感 夜晚 ,172,这些歌的杀伤力不亚于初恋,12917330034,https://music.163.com/playlist?id=12917330034
172400,1807843340,3984,14,2024-06-16,34,日语 摇滚 ,64,有刺无刺 gbc 哭泣少女乐队 （全收集）,10182123823,https://music.163.com/playlist?id=10182123823
7827798,107742044,23186,181,2024-08-31,155,华语 流行 综艺 ,169,封神音综：顶级编唱神仙都沦陷！,12541082075,https://music.163.com/playlist?id=12541082075
3833,2143240154,51,评论,2025-04-01,1,华语 流行 说唱 ,58,【直播精选】氛围神曲！专治冷场+互动少！,13525586727,https://music.163.com/playlist?id=13525586727
481,1426317247,9,评论,2025-05-22,0,流行 伤感 网络歌曲 ,134,如果泪水比爱多那我们就划船吧.,13743185978,https://music.163.com/playlist?id=13743185978
1569484,445189786,12803,92,2024-05-07,194,欧美 R&B/Soul 90后 ,41,欧美R&B入坑曲：封神旋律 是谁的一代青春,10009377589,https://music.163.com/playlist?id=10009377589
333033,8566840179,4408,10,2024-08-17,92,欧美 放松 治愈 ,51,INFP | 安静 温柔 独处 慢热 艺术家,12472551762,https://music.163.com/playlist?id=12472551762
37391,9325490563,522,5,2024-06-10,6,伤感 治愈 ,177,她什么也不图 你也什么都没给她,10154115711,https://music.163.com/playlist?id=10154115711
452901,107742044,1275,5,2024-09-10,18,华语 流行 感动 ,152,薛之谦 汪苏泷 毛不易 陈楚生 杨宗纬,12582178406,https://music.163.com/playlist?id=12582178406
50121,5088441805,660,6,2024-07-29,9,说唱 伤感 网络歌曲 ,56,拧巴的人需要一个耐心的恋人,12372684314,https://music.163.com/playlist?id=12372684314
215311,1463347797,5363,53,2024-04-13,205,华语 流行 浪漫 ,57,许嵩「呼吸之野」巡演歌单 遨游音乐旷野,9781487598,https://music.163.com/playlist?id=9781487598
536,342371680,9,评论,2025-05-11,1,华语 流行 感动 ,35,“做有意义的事 过有意义的人生”,13699185939,https://music.163.com/playlist?id=13699185939
337363,342371680,4420,19,2024-02-11,66,欧美 流行 治愈 ,102,寂静鸣远 | 绿野 清风 平静 惬意 自由,9288016663,https://music.163.com/playlist?id=9288016663
47845,5018311139,55,11,2025-03-17,210,华语 流行 ,151,华语R&BI我比你早知道我们不合适,13458248056,https://music.163.com/playlist?id=13458248056
100891,1823463877,751,10,2024-12-24,9,华语 摇滚 孤独 ,297,小众的爱好 不必在意大众的眼光.,13037027783,https://music.163.com/playlist?id=13037027783
22363,5187681865,81,评论,2025-04-22,1,快乐 流行 ,162,表白情歌丨甜蜜度99%的告白恋歌,13609088551,https://music.163.com/playlist?id=13609088551
576633,342371680,2356,15,2024-11-03,32,欧美 流行 快乐 ,151,多巴胺女孩必听曲 | 阳光 律动 氛围感,12815718733,https://music.163.com/playlist?id=12815718733
119379,278461291,1675,13,2024-11-07,309,华语 流行 摇滚 ,23,2025年黑屋乐队《爱围绕在你左右》巡演歌单,12828625135,https://music.163.com/playlist?id=12828625135
200494,8664728565,4379,19,2024-08-28,57,治愈 轻音乐 欧美 ,431,INFP氛围/ 欢迎来到小蝴蝶的精神角落,12526458697,https://music.163.com/playlist?id=12526458697
76615,7872690377,723,13,2024-08-20,16,轻音乐 学习 放松 ,32,治愈纯音｜学习专注必备的合伙人小众轻音乐,12488525787,https://music.163.com/playlist?id=12488525787
17151,582677665,109,1,2024-11-21,3,快乐 舞曲 网络歌曲 ,79,『口水旋律』欢快的蝴蝶步And更快乐的我,12892844783,https://music.163.com/playlist?id=12892844783
52057,1520836115,337,评论,2025-03-24,9,流行 欧美 治愈 ,138,改变磁场，吸引好运，快乐玄学100％欧美系,13490693426,https://music.163.com/playlist?id=13490693426
45375,301543163,723,6,2024-11-02,10,流行 华语 说唱 ,37,【你也喜欢·伍六七】合集歌单 | 更新中,12806708281,https://music.163.com/playlist?id=12806708281
2035026,1689800452,8374,98,2024-11-23,146,华语 R&B/Soul 经典 ,78,华语R&B大合集来啦 有你心中最爱嘛,12899559575,https://music.163.com/playlist?id=12899559575
105175,1302452383,614,评论,2024-10-24,9,流行 电子 驾车 ,91,英文dj 车载｜ 雨夜 法拉利进行曲,12767028286,https://music.163.com/playlist?id=12767028286
3824,8087730316,105,51,2025-04-10,16,伤感 ,28,神总是忧郁的(5000播放量送专辑),13564438855,https://music.163.com/playlist?id=13564438855
265690,342371680,2601,18,2024-01-27,46,流行 治愈 欧美 ,95,“山野万里 你是我藏在微风中的欢喜”,9211132654,https://music.163.com/playlist?id=9211132654
2216,1661470704,9,评论,2025-04-29,0,欧美 流行 榜单 ,72,欧美超火金曲：点赞999w+的英文歌精选集,13642432458,https://music.163.com/playlist?id=13642432458
16580,1661470704,79,评论,2025-04-29,1,华语 R&B/Soul 夜晚 ,127,R&B宝藏：沉浸慵懒嗓音的音乐之旅,13642442214,https://music.163.com/playlist?id=13642442214
118321,342371680,941,6,2024-03-07,12,欧美 R&B/Soul 流行 ,77,R&B/Soul甜味向：清新 可爱且快乐鼓点 ,9388796032,https://music.163.com/playlist?id=9388796032
1729,317985272,33,评论,2025-05-13,0,日语 流行 90后 ,47,日语神曲｜旋律一响又是谁的DNA动了,13710020593,https://music.163.com/playlist?id=13710020593
884,342371680,6,评论,2025-04-28,0,欧美 流行 快乐 ,158,假日清新风| 自由 律动 阳光活力walk！,13637232310,https://music.163.com/playlist?id=13637232310
423791,8376551360,2113,5,2024-11-25,45,欧美 流行 快乐 ,112,多巴胺快乐歌单~用音乐奏响生活的乐章！,12909334011,https://music.163.com/playlist?id=12909334011
148346,342371680,1011,1,2024-07-16,28,欧美 流行 治愈 ,156,自由是灵魂的氧气 | 好运 提升磁场向！,12315298638,https://music.163.com/playlist?id=12315298638
73120,4892938356,835,3,2024-03-24,9,流行 欧美 华语 ,88,Amapiano | 一些很喜欢的Afro元素音乐,9514057070,https://music.163.com/playlist?id=9514057070
346780,1661470704,2200,3,2025-02-03,27,华语 流行 综艺 ,169,天赐的声音第六季 ｜ 《1-6期全收录》,13260176311,https://music.163.com/playlist?id=13260176311
2766,90928936,13,评论,2025-03-15,0,欧美 流行 放松 ,200,欧美精选丨200首欧美动感热曲收录,13447327410,https://music.163.com/playlist?id=13447327410
238033,1667609739,2474,7,2024-04-24,9,说唱 伤感 夜晚 ,81,伤感Emo说唱「没你 要我怎么幸福」,9887455167,https://music.163.com/playlist?id=9887455167
211607,8376551360,1832,24,2024-06-04,28,欧美 R&B/Soul 浪漫 ,102,清新向R&B | 浪漫鼓点 阳光少年微醺甜蜜感,10129205647,https://music.163.com/playlist?id=10129205647
79374,342371680,300,10,2025-01-02,11,华语 流行 R&B/Soul ,69,华语R&B | 浪漫又清新的节奏布鲁斯,13083691796,https://music.163.com/playlist?id=13083691796
49915,342371680,352,评论,2024-08-05,9,欧美 流行 放松 ,149,欧美阳光&律动向 | 好运阳光 高能量磁场！,12408179278,https://music.163.com/playlist?id=12408179278
160816,7962280330,1647,33,2024-12-21,28,伤感 孤独 ,38,我再也不要成为任何人生命中的一点点,13026946092,https://music.163.com/playlist?id=13026946092
25165,584629229,175,4,2025-02-09,5,欧美 R&B/Soul 流行 ,118,欧美华语R&B比伯盆栽断眉戳爷,13296587151,https://music.163.com/playlist?id=13296587151
233938,1378494832,2503,15,2024-09-10,45,欧美 浪漫 流行 ,69,电影氛围·高级唯美质感·审美积累,12580093585,https://music.163.com/playlist?id=12580093585
3026,602970926,9,评论,2025-04-13,1,说唱 酒吧 兴奋 ,135,「旋律说唱补给箱」治愈emo的超强音浪,13579880265,https://music.163.com/playlist?id=13579880265
60277,5161102955,425,3,2025-02-12,13,欧美 流行 散步 ,151,【欧美歌单】R＆B/旋律控/I人会听,13312120795,https://music.163.com/playlist?id=13312120795
2653,342371680,21,评论,2025-04-12,1,华语 流行 快乐 ,54,粉色心动 | 音乐一响 甜妹登场！,13575300575,https://music.163.com/playlist?id=13575300575
324877,471956297,5297,26,2024-12-01,122,学习 治愈 轻音乐 ,104,【高质量纯音】带你放松|享受自然,12937783580,https://music.163.com/playlist?id=12937783580
47156,1962160226,2045,47,2025-02-02,28,华语 古风 快乐 ,126,重生之我在燕云当少东家【燕云十六声】,13252979332,https://music.163.com/playlist?id=13252979332
13056,8664728565,198,2,2024-09-08,3,流行 伤感 网络歌曲 ,58,拧巴的人需要一个耐心的恋人,12572749633,https://music.163.com/playlist?id=12572749633
19201,1520080652,117,评论,2025-05-16,2,流行 华语 下午茶 ,174,甜甜恋曲｜我爱你也不是什么大秘密,13718608902,https://music.163.com/playlist?id=13718608902
2220,342371680,77,2,2025-04-17,1,轻音乐 治愈 清新 ,20,春日传讯 | 鲜活 旺盛 盎然 绿意 生命力,13592502392,https://music.163.com/playlist?id=13592502392
53103,1776663236,363,1,2025-03-07,3,韩语 流行 怀旧 ,50,K-pop现象神曲 | 回听韩流超世代音浪,13414441947,https://music.163.com/playlist?id=13414441947
136561,327790034,670,4,2024-05-07,7,欧美 电子 驾车 ,128,『蹦迪 车载 抖腿』车窗摇下，声音调到最大,10010180284,https://music.163.com/playlist?id=10010180284
39247,1957705066,69,2,2025-03-11,5,华语 流行 网络歌曲 ,200,强推！孕期私藏，耳朵的暖心补给站,13430202728,https://music.163.com/playlist?id=13430202728
74002,1426317247,806,20,2024-07-16,15,网络歌曲 伤感 安静 ,34,命缘相思苦刀斩不断忧郁,12314170533,https://music.163.com/playlist?id=12314170533
41389,1957705066,64,评论,2025-03-11,1,流行 华语 网络歌曲 ,200,强推！孕期私藏，耳朵的暖心补给站,13430549581,https://music.163.com/playlist?id=13430549581
56387,4000950546,537,2,2024-09-14,13,R&B/Soul 夜晚 浪漫 ,104,日落加州｜顶级浪漫｜在橘子海感受温暖,12599035020,https://music.163.com/playlist?id=12599035020
233115,1546777331,3364,16,2025-02-04,53,欧美 流行 R&B/Soul ,190,自由慵懒适合城市漫步的BGM,13265149679,https://music.163.com/playlist?id=13265149679
296758,8376551360,1980,7,2024-03-21,25,华语 流行 快乐 ,75,中文小甜歌 | 适合恋爱听的快乐中文小调！,9494636108,https://music.163.com/playlist?id=9494636108
76993,5088441805,1064,5,2024-08-21,25,欧美 放松 治愈 ,56,INFP | 安静 温柔 独处 慢热 艺术家,12494466847,https://music.163.com/playlist?id=12494466847
74610,8140765863,1078,25,2025-02-04,25,网络歌曲 说唱 ,179,她跟萤火虫有两个共同点,13266139215,https://music.163.com/playlist?id=13266139215
947077,1520836115,3680,16,2024-12-29,48,欧美 流行 快乐 ,104,开启好心情丨高能量显化歌曲,13061620601,https://music.163.com/playlist?id=13061620601
363202,342371680,6973,27,2024-07-10,241,欧美 R&B/Soul 性感 ,111,炒菜R&B | 浪漫 微醺 迷醉 卧室氛围感,12289970625,https://music.163.com/playlist?id=12289970625
40511,1661470704,494,1,2024-07-26,4,欧美 R&B/Soul 榜单 ,126,欧美R&B榜Ⅰ官方TOP排行榜(每周更新100%）,12359080480,https://music.163.com/playlist?id=12359080480
450570,3854139846,6624,34,2024-07-29,135,说唱 流行 伤感 ,124,又听说唱听emo了（SIX_0ne的作品歌单）,12368543564,https://music.163.com/playlist?id=12368543564
368695,8448359473,2225,213,2025-02-02,335,电子 驾车 性感 ,115,精神萎靡 | 来点 phonk 高燃硬曲,13255967372,https://music.163.com/playlist?id=13255967372
173647,342371680,1343,3,2024-06-06,29,欧美 流行 快乐 ,127,禁止蕉绿 | 快乐小调 美好心情催化剂~,10136606601,https://music.163.com/playlist?id=10136606601
259550,5088441805,3317,12,2024-08-31,80,轻音乐 治愈 放松 ,96,春天｜让人心情放松的春日歌单,12541249642,https://music.163.com/playlist?id=12541249642
2795,445189786,72,评论,2025-05-22,4,流行 思念 网络歌曲 ,134,如果泪水比爱多那我们就划船吧.,13743018730,https://music.163.com/playlist?id=13743018730
47521,1546777331,263,2,2025-03-05,11,华语 流行 浪漫 ,174,甜甜的歌｜要和喜欢的人一起听,13403814226,https://music.163.com/playlist?id=13403814226
59806,342371680,456,1,2025-03-22,5,华语 流行 快乐 ,55,甜味心动 | 可爱日常 贩卖心动与温柔,13479835090,https://music.163.com/playlist?id=13479835090
41078,7872690377,226,7,2024-09-09,22,华语 R&B/Soul ,60,合伙人热荐 | 独属于华语R&B时刻的温柔暮色,12577693902,https://music.163.com/playlist?id=12577693902
130467,342371680,2034,6,2025-03-14,56,流行 放松 清新 ,67,春日松弛室 | 惬意 悠然 躺在绿意里呼吸,13439533438,https://music.163.com/playlist?id=13439533438
535654,342371680,3992,12,2024-05-17,64,欧美 流行 快乐 ,170,自由向上的生命力 | 阳光活力walk！,10061072540,https://music.163.com/playlist?id=10061072540
11376,1724585681,60,评论,2025-05-18,0,欧美 流行 榜单 ,202,【欧美金曲榜】抓耳节奏瞬间上头,13730190872,https://music.163.com/playlist?id=13730190872
150665,435481681,1170,6,2024-11-11,23,华语 R&B/Soul 经典 ,67,R&B ‖ 哪一首才是你心目中的NO.1,12847411209,https://music.163.com/playlist?id=12847411209
36261,7872690377,399,8,2024-09-10,21,欧美 R&B/Soul ,58,合伙人精选 |微醺沉沦的欧美R&B浪漫旋律,12582291729,https://music.163.com/playlist?id=12582291729
13938,8376551360,112,1,2025-04-12,5,华语 流行 快乐 ,136,小甜歌pink | 浪漫值拉满 甜蜜拉扯上头曲,13575193356,https://music.163.com/playlist?id=13575193356
13678,342371680,430,5,2025-04-19,28,治愈 安静 轻音乐 ,31,“身处旷野，任何方向都是前方”,13601425452,https://music.163.com/playlist?id=13601425452
86207,342371680,825,4,2025-03-22,8,流行 快乐 浪漫 ,65,粉色心情 | 可爱 甜蜜 少女 专属心动歌单,13477994443,https://music.163.com/playlist?id=13477994443
663880,342371680,5999,18,2024-04-10,84,R&B/Soul 浪漫 流行 ,88,无前奏R&B | 开口沦陷 强吻般浪漫布鲁斯,9744022802,https://music.163.com/playlist?id=9744022802
55694,1441693004,618,6,2024-08-06,22,流行 日语 ,79,轻快日式浪漫|温柔花绽夜之谣,12416814674,https://music.163.com/playlist?id=12416814674
114137,342371680,1037,3,2024-04-15,16,欧美 R&B/Soul 浪漫 ,57,无前奏R&B | 开口脆 没有前奏的歌就像强吻,9791741218,https://music.163.com/playlist?id=9791741218
78227,356540808,1444,26,2024-11-03,182,游戏 ACG ,23,【2025音律联觉】熠曲丰碑歌单(正序）,12810702009,https://music.163.com/playlist?id=12810702009
170168,3948770377,1244,5,2024-12-22,38,欧美 R&B/Soul 蓝调 ,124,『欧美R&B』如果忧郁是种天赋,13032410131,https://music.163.com/playlist?id=13032410131
96082,3993972523,3898,32,2024-08-29,81,欧美 感动 ,30,女巫专用｜“ 我们是女巫的女儿们” ,12532495435,https://music.163.com/playlist?id=12532495435
147128,342371680,1630,2,2025-04-12,29,华语 流行 快乐 ,70,『甜度值100%』幸运降临 甜妹登场！,13574021300,https://music.163.com/playlist?id=13574021300
87858,1625306811,1109,16,2024-03-05,25,流行 伤感 摇滚 ,232,emo旋律｜我的两种极端 过度分享和一言不发,9381620763,https://music.163.com/playlist?id=9381620763
352534,12175956425,5227,74,2024-12-29,111,孤独 伤感 ,50,求你 不要嫌弃我手腕上的疤和发抖的手.,13067108784,https://music.163.com/playlist?id=13067108784
17483,8240284203,279,3,2024-12-28,19,散步 清晨 夜晚 ,84,和我痛骂世界的是非 然后只对我好,13059490479,https://music.163.com/playlist?id=13059490479
95620,45356986,522,11,2025-03-04,25,华语 清新 ,50,春日缱绻 邂逅一场美好蓄意浪漫,13400885874,https://music.163.com/playlist?id=13400885874
105250,1426317247,1476,6,2024-11-10,29,放松 治愈 轻音乐 ,70,【高质量纯音】带你放松｜享受自然,12844052139,https://music.163.com/playlist?id=12844052139
17844,7872690377,53,1,2025-02-27,4,华语 R&B/Soul 散步 ,50,合伙人推荐｜爱上华语R&B这辈子就定型了,13373969559,https://music.163.com/playlist?id=13373969559
78190,8566840179,250,评论,2025-03-14,3,流行 伤感 安静 ,34,命缘相思苦刀斩不断忧郁,13442704053,https://music.163.com/playlist?id=13442704053
44249,1316550964,675,4,2025-03-11,30,流行 说唱 伤感 ,196,你说你的过去总是让你掉眼泪,13432498217,https://music.163.com/playlist?id=13432498217
101542,3948856579,1078,86,2024-09-08,213,流行 说唱 ,232,向你展露的那部分天真 是我错了,12575238943,https://music.163.com/playlist?id=12575238943
46358,342371680,1232,4,2025-04-17,40,轻音乐 流行 清新 ,42,春核美学 | 绿意 盎然 鲜活 旺盛 生命力,13592355277,https://music.163.com/playlist?id=13592355277
